AddEventEmail,AddEventEmail_de_DE,AddEventEmail_en_US,AddEventEmail_lt_LT,AddEventEmail_ru_RU,Address,Address_de_DE,Address_en_US,Address_lt_LT,Address_ru_RU,AllowPurchase,AppID,BasePrice,BookingCom,BookingCom_de_DE,BookingCom_en_US,BookingCom_lt_LT,BookingCom_ru_RU,CanEditType,CanViewType,CateringKitchen,CateringKitchen_de_DE,CateringKitchen_en_US,CateringKitchen_lt_LT,CateringKitchen_ru_RU,ConferenceBedsNumber,ConferenceBedsNumber_de_DE,ConferenceBedsNumber_en_US,ConferenceBedsNumber_lt_LT,ConferenceBedsNumber_ru_RU,ConferencePlace,ConferencePlace_de_DE,ConferencePlace_en_US,ConferencePlace_lt_LT,ConferencePlace_ru_RU,ConferenceRoomsNumber,ConferenceRoomsNumber_de_DE,ConferenceRoomsNumber_en_US,ConferenceRoomsNumber_lt_LT,ConferenceRoomsNumber_ru_RU,Content,Content_de_DE,Content_en_US,Content_lt_LT,Content_ru_RU,CostPrice,Depth,Email,Email_de_DE,Email_en_US,Email_lt_LT,Email_ru_RU,EventDateFrom,EventDateTo,EventTPlace,EventTPlace_de_DE,EventTPlace_en_US,EventTPlace_lt_LT,EventTPlace_ru_RU,EventTicketAddress,EventTicketAddress_de_DE,EventTicketAddress_en_US,EventTicketAddress_lt_LT,EventTicketAddress_ru_RU,EventTicketPlace,EventTicketPlace_de_DE,EventTicketPlace_en_US,EventTicketPlace_lt_LT,EventTicketPlace_ru_RU,EventTime,ExportToApp,ExtraMeta,ExtraMeta_de_DE,ExtraMeta_en_US,ExtraMeta_lt_LT,ExtraMeta_ru_RU,Featured,Featured_de_DE,Featured_en_US,Featured_lt_LT,Featured_ru_RU,HasBrokenFile,HasBrokenLink,Height,ID,ImageID,ImageLayout,InternalItemID,LocaleFilter_de_DE,LocaleFilter_en_US,LocaleFilter_lt_LT,LocaleFilter_ru_RU,MainImageID,MenuTitle,MenuTitle_de_DE,MenuTitle_en_US,MenuTitle_lt_LT,MenuTitle_ru_RU,MetaDescription,MetaDescription_de_DE,MetaDescription_en_US,MetaDescription_lt_LT,MetaDescription_ru_RU,Model,ParentID,Phone,Phone_de_DE,Phone_en_US,Phone_lt_LT,Phone_ru_RU,Popularity,Priority,ProductCategories,ProductMapID,Qty,Recommended,Recommended_de_DE,Recommended_en_US,Recommended_lt_LT,Recommended_ru_RU,ReportClass,ReportClass_de_DE,ReportClass_en_US,ReportClass_lt_LT,ReportClass_ru_RU,Route,ShopDate,ShopDuration,ShopDuration_de_DE,ShopDuration_en_US,ShopDuration_lt_LT,ShopDuration_ru_RU,ShopInformation,ShopInformation_de_DE,ShopInformation_en_US,ShopInformation_lt_LT,ShopInformation_ru_RU,ShopOrganizer,ShopOrganizer_de_DE,ShopOrganizer_en_US,ShopOrganizer_lt_LT,ShopOrganizer_ru_RU,ShopTime,ShowFrom,ShowInMenus,ShowInSearch,ShowInTopMenus,ShowTo,Site,Site_de_DE,Site_en_US,Site_lt_LT,Site_ru_RU,Sort,StatusMail,TicetPrice,TicetPrice_de_DE,TicetPrice_en_US,TicetPrice_lt_LT,TicetPrice_ru_RU,Title,Title_de_DE,Title_en_US,Title_lt_LT,Title_ru_RU,TripAdvisor,TripAdvisor_de_DE,TripAdvisor_en_US,TripAdvisor_lt_LT,TripAdvisor_ru_RU,Type,URLSegment,URLSegment_de_DE,URLSegment_en_US,URLSegment_lt_LT,URLSegment_ru_RU,VAT,Version,Weight,Width,WorkingHours,WorkingHours_de_DE,WorkingHours_en_US,WorkingHours_lt_LT,WorkingHours_ru_RU,href
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p><span>RETRO FAIR means people selling historical, ancient auto-motor machinery, as well as parts thereof and related equipment.<br></span>Date of the event: 27-05-2018<br>Place of the event: S.Dariaus ir S.Girėno str. 29A, Kaunas, Lithuania.<br>A museum of historical military vehicles will be open at the place of the event.<br>More information: +370 698 81 069, E-mail: <a href=""mailto:info@retromobile.lt"">info@retromobile.lt<br></a></p>",,"<p><span>RETRO FAIR means people selling historical, ancient auto-motor machinery, as well as parts thereof and related equipment.<br></span>Date of the event: 27-05-2018<br>Place of the event: S.Dariaus ir S.Girėno str. 29A, Kaunas, Lithuania.<br>A museum of historical military vehicles will be open at the place of the event.<br>More information: +370 698 81 069, E-mail: <a href=""mailto:info@retromobile.lt"">info@retromobile.lt<br></a></p>","<p><span>Istorinės, karinės technikos muziejus Kaune rengia Retro mugę Kaune.<br>Renginio data: 27-05-2018<br>Renginio vieta: S.Dariaus ir S.Girėno g. 29A, Kaunas<br>Daugiau informacijos: +370 698 81 069, E-mail: <a href=""mailto:info@retromobile.lt"">info@retromobile.lt</a></span></p>","<p><span><span>РЕТРО ЯРМАРКА</span> – торговля историчесткой авто-мото техникой, запчастями, экипировкой.<br></span>Дата мероприятия – 27-05-2018<br>Во иремя мероприятия будит действовать экспозиция историчесткой и военной техники<br>Информация по телефону +370 698 81069, эл. почта <a href=""mailto:info@retromobile.lt"">info@retromobile.lt</a></p><p> </p>","0,00",0,,,,,,43247,43247,"S.Dariaus ir S.Girėno g. 29A, Kaunas",,"S.Dariaus ir S.Girėno g. 29A, Kaunas","S.Dariaus ir S.Girėno g. 29A, Kaunas","S.Dariaus ir S.Girėno g. 29A, Kaunas",+370 698 81 069,,+370 698 81 069,+370 698 81 069,+370 698 81 069,-,,-,-,-,0.3333333333,0,,,,,,0,0,0,0,0,0,0,0,3813,0,,,0,1,1,1,0,RETRO FAIR 2018,,RETRO FAIR 2018,Retro mugė 2018,РЕТРО ЯРМАРКА 2018,,,,,,,69,,,,,,0,,"


",2623,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43187,0,1,0,43247,http://www.retromobile.lt/,,http://www.retromobile.lt/,http://www.retromobile.lt/,http://www.retromobile.lt/,606,gautas,,,,,, RETRO FAIR 2018,, RETRO FAIR 2018,Retro mugė 2018, РЕТРО ЯРМАРКА 2018,,,,,,EventProduct,retro-muge-2018,,retro-muge-2018,retro-muge-2018,retro-muge-2018,21,10,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3813.xml
indre@eventas.lt,,indre@eventas.lt,indre@eventas.lt,,,,,,,1,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>In the name of the Organizing Committee, I would like to invite You to the 7th Baltic Congress of Radiology and 9th Baltic Congress of Radiology (BCR) 2018 that will take place in Kaunas on the 4-6th of October, 2018. Before the Congress, Young radiologists are invited to attend the Schools of Radiology. The first Baltic Congress of Radiology supported by Lithuanian, Latvian and Estonian Associations of Radiology took part in 2006 in Kaunas. The responses and feedback after the first congress indicated that regular meetings of radiology specialists of the Baltic countries are very important and necessary in order to share scientific and clinical achievements, as well as to establish necessary contacts for cooperation, solving mutual general questions and organization. Thus, starting from 2006 the Baltic Congress of Radiology takes part every second year in a different Baltic country, i.e. 2006 – Kaunas, 2008 – Tartu, 2010 – Riga, 2012 – Vilnius, 2014 Pärnu, 2016 – Liepāja. In 2018 the Congress will be held in Kaunas. It is very symbolic also because we will celebrate the 100th Independence Anniversary of Republic of Lithuania in the same year. Kaunas – the second biggest town of Lithuania, first mentioned in 1361. During the period of 1918-1940 it was the temporary capital of Lithuania. At present there are around 300 000 inhabitants. The town is situated in the centre of the republic, in a very beautiful place at the confluence of Neris and Nemunas rivers. It is rich not only with history, but also with academic spirit and student's life, continuously evolving and renovating, full of green. Kaunas is a city of active people and is also called a capital of sports of Lithuania. No doubt, during the days of the Congress Kaunas will become your home and Kaunas citizens will do their best to welcome and to host the participants and guests of the Congress. I wish the Congress to become very important in the scientific field and to strengthen the bridges between the Radiology community of the Baltic states. Prof. Algidas Basevicius President of the 7th Baltic Congress of Radiology (BCR) 2018</p>",,"<p>In the name of the Organizing Committee, I would like to invite You to the 7th Baltic Congress of Radiology and 9th Baltic Congress of Radiology (BCR) 2018 that will take place in Kaunas on the 4-6th of October, 2018. Before the Congress, Young radiologists are invited to attend the Schools of Radiology. The first Baltic Congress of Radiology supported by Lithuanian, Latvian and Estonian Associations of Radiology took part in 2006 in Kaunas. The responses and feedback after the first congress indicated that regular meetings of radiology specialists of the Baltic countries are very important and necessary in order to share scientific and clinical achievements, as well as to establish necessary contacts for cooperation, solving mutual general questions and organization. Thus, starting from 2006 the Baltic Congress of Radiology takes part every second year in a different Baltic country, i.e. 2006 – Kaunas, 2008 – Tartu, 2010 – Riga, 2012 – Vilnius, 2014 Pärnu, 2016 – Liepāja. In 2018 the Congress will be held in Kaunas. It is very symbolic also because we will celebrate the 100th Independence Anniversary of Republic of Lithuania in the same year. Kaunas – the second biggest town of Lithuania, first mentioned in 1361. During the period of 1918-1940 it was the temporary capital of Lithuania. At present there are around 300 000 inhabitants. The town is situated in the centre of the republic, in a very beautiful place at the confluence of Neris and Nemunas rivers. It is rich not only with history, but also with academic spirit and student's life, continuously evolving and renovating, full of green. Kaunas is a city of active people and is also called a capital of sports of Lithuania. No doubt, during the days of the Congress Kaunas will become your home and Kaunas citizens will do their best to welcome and to host the participants and guests of the Congress. I wish the Congress to become very important in the scientific field and to strengthen the bridges between the Radiology community of the Baltic states. Prof. Algidas Basevicius President of the 7th Baltic Congress of Radiology (BCR) 2018</p>","<p>In the name of the Organizing Committee, I would like to invite You to the 7th Baltic Congress of Radiology and 9th Baltic Congress of Radiology (BCR) 2018 that will take place in Kaunas on the 4-6th of October, 2018. Before the Congress, Young radiologists are invited to attend the Schools of Radiology. The first Baltic Congress of Radiology supported by Lithuanian, Latvian and Estonian Associations of Radiology took part in 2006 in Kaunas. The responses and feedback after the first congress indicated that regular meetings of radiology specialists of the Baltic countries are very important and necessary in order to share scientific and clinical achievements, as well as to establish necessary contacts for cooperation, solving mutual general questions and organization. Thus, starting from 2006 the Baltic Congress of Radiology takes part every second year in a different Baltic country, i.e. 2006 – Kaunas, 2008 – Tartu, 2010 – Riga, 2012 – Vilnius, 2014 Pärnu, 2016 – Liepāja. In 2018 the Congress will be held in Kaunas. It is very symbolic also because we will celebrate the 100th Independence Anniversary of Republic of Lithuania in the same year. Kaunas – the second biggest town of Lithuania, first mentioned in 1361. During the period of 1918-1940 it was the temporary capital of Lithuania. At present there are around 300 000 inhabitants. The town is situated in the centre of the republic, in a very beautiful place at the confluence of Neris and Nemunas rivers. It is rich not only with history, but also with academic spirit and student's life, continuously evolving and renovating, full of green. Kaunas is a city of active people and is also called a capital of sports of Lithuania. No doubt, during the days of the Congress Kaunas will become your home and Kaunas citizens will do their best to welcome and to host the participants and guests of the Congress. I wish the Congress to become very important in the scientific field and to strengthen the bridges between the Radiology community of the Baltic states. Prof. Algidas Basevicius President of the 7th Baltic Congress of Radiology (BCR) 2018</p>",,"0,00",0,,,,,,43377,43379,"Park Inn by Radisson Kaunas, K. Donelaičio st. 27",,"Park Inn by Radisson Kaunas, K. Donelaičio st. 27",Park Inn by Radisson Kaunas,,,,,,,www.BCR2018.com,,www.BCR2018.com,www.BCR2018.com,,,1,,,,,,0,0,0,0,0,0,0,0,3374,0,,,1,1,0,1,0,7th Baltic Congress of Radiology,,7th Baltic Congress of Radiology,7th Baltic Congress of Radiology,,,,,,,,2812,,,,,,0,,"

",2279,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43132,0,1,0,43379,www.BCR2018.com,,www.BCR2018.com,www.BCR2018.com,,566,gautas,,,,,,7th Baltic Congress of Radiology,,7th Baltic Congress of Radiology,7th Baltic Congress of Radiology,,,,,,,EventProduct,7th-baltic-congress-of-radiology,,7th-baltic-congress-of-radiology,7th-baltic-congress-of-radiology,,0,3,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3374.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p><span>The event organizers are trying to increase the number of professional athletes competing in annual Kaunas Marathon. Therefore additional 600 euro money prize is dedicated for the new course record. Participate in our event and be the one to beat it!</span></p><p>Don't forget that „Kaunas marathon“ gathers not only full and half marathon runners. We offer 10 K and 5 K distances and short but fun, 1,5 K distance - Family run. All smaller distances participants run through the brick paved, vivid Kaunas old town streets and Confluence Park, where two biggest Lithuania rivers – Nemunas and Neris confluence.</p><p><span>„Kaunas marathon“ offers live music, dance shows and extreme sports enthusiasts performances, just to make it more enjoyable not only fort runners but also for fans. This event is not just about running, it’s a big feast for the whole city.</span></p><p><span>Come, participate and enjoy the entertaining, wide and flat „Kaunas Marathon“ course on June 10th. 2018</span></p>",,"<p><span>The event organizers are trying to increase the number of professional athletes competing in annual Kaunas Marathon. Therefore additional 600 euro money prize is dedicated for the new course record. Participate in our event and be the one to beat it!</span></p><p>Don't forget that „Kaunas marathon“ gathers not only full and half marathon runners. We offer 10 K and 5 K distances and short but fun, 1,5 K distance - Family run. All smaller distances participants run through the brick paved, vivid Kaunas old town streets and Confluence Park, where two biggest Lithuania rivers – Nemunas and Neris confluence.</p><p><span>„Kaunas marathon“ offers live music, dance shows and extreme sports enthusiasts performances, just to make it more enjoyable not only fort runners but also for fans. This event is not just about running, it’s a big feast for the whole city.</span></p><p><span>Come, participate and enjoy the entertaining, wide and flat „Kaunas Marathon“ course on June 10th. 2018</span></p>","<p><span>„Citadele Kauno maratonas“ – kasmetinis, tarptautinis, tūkstančius dalyvių pritraukiantis bėgimo renginys Kaune.</span></p><p>„Citadele Kauno maratonas“ - skirtas visiems, nepaisant amžiaus, profesijos, įsitikinimų ar fizinio pasirengimo. Tai sporto šventė, kurios tikslas suvienyti miestiečius ir sporto entuziastus, skatinti socialinį ir fizinį aktyvumą, formuoti sveikos gyvensenos tradicijas Lietuvoje. Renginys skirtas tiek profesionalams, tiek mėgėjams. <br><br>Kviečiame dalyvauti visus aktyvius Kauno miesto gyventojus ir svečius, siekiančius gyvenimo kokybės per judėjimą ir sveiką gyvenseną.</p><p>Atsižvelgdami į savo pasirengimą, tradiciškai galite rinktis prestižine laikomą maratono distanciją, pusės maratono, 10 km ar 5 km distancijas. Bei specialias trumpesnes distancijas vaikams ir šeimoms.</p>",,"0,00",0,,,,,,43261,43261,"Kaunas old town, Town Hall sq.",,"Kaunas old town, Town Hall sq.","Kauno miesto centras, senamiestis, Rotušės aikštė.",,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,3568,0,,,0,1,1,0,12684,CITADELE KAUNO MARATONAS,,CITADELE KAUNO MARATONAS,CITADELE KAUNO MARATONAS,,,,,,,,72,,,,,,0,,"
",2411,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43159,0,1,0,43261,www.kaunasmarathon.lt,,www.kaunasmarathon.lt,www.kaunasmarathon.lt,,41,gautas,,,,,,CITADELE KAUNAS MARATHON 2018,,CITADELE KAUNAS MARATHON 2018,CITADELE KAUNO MARATONAS,,,,,,,EventProduct,citadele-kauno-maratonas,,citadele-kauno-maratonas,citadele-kauno-maratonas,,21,5,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3568.xml
,,,,,,,,,,,,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"Ekskursijos metu Jums gidė atskleis paslaptį, kokia gatvė Kaune buvo laikoma pati nuodėmingiausia. Sužinosite, kokios įdomios priežastys lėmė tos gatvės pavadinimo kaitą. Išgirsite, kokie buvo rojaus vakarėliai grafo J. Godlevskio dvare. Ir dar daugybę intriguojančių faktų bei istorijų apie nuodėmingąją kauniečių gyvenimo pusę.
Bilietus įsigyti: http://vaiduokliai.lt/offer/ekskursija-nuodemiu-miestas-kaune/#forward ir www.bilietai.lt",,"Ekskursijos metu Jums gidė atskleis paslaptį, kokia gatvė Kaune buvo laikoma pati nuodėmingiausia. Sužinosite, kokios įdomios priežastys lėmė tos gatvės pavadinimo kaitą. Išgirsite, kokie buvo rojaus vakarėliai grafo J. Godlevskio dvare. Ir dar daugybę intriguojančių faktų bei istorijų apie nuodėmingąją kauniečių gyvenimo pusę.
Bilietus įsigyti: http://vaiduokliai.lt/offer/ekskursija-nuodemiu-miestas-kaune/#forward ir www.bilietai.lt","Ekskursijos metu Jums gidė atskleis paslaptį, kokia gatvė Kaune buvo laikoma pati nuodėmingiausia. Sužinosite, kokios įdomios priežastys lėmė tos gatvės pavadinimo kaitą. Išgirsite, kokie buvo rojaus vakarėliai grafo J. Godlevskio dvare. Ir dar daugybę intriguojančių faktų bei istorijų apie nuodėmingąją kauniečių gyvenimo pusę.
Bilietus įsigyti: http://vaiduokliai.lt/offer/ekskursija-nuodemiu-miestas-kaune/#forward ir www.bilietai.lt",,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1963,,,,1,1,1,1,,Ekskursija „Nuodėmių miestas“ Kaune ,,Ekskursija „Nuodėmių miestas“ Kaune ,Ekskursija „Nuodėmių miestas“ Kaune ,,,,,,,,812,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,117,,,,,,,Ekskursija „Nuodėmių miestas“ Kaune ,,Ekskursija „Nuodėmių miestas“ Kaune ,Ekskursija „Nuodėmių miestas“ Kaune ,,,,,,,EventProduct,ekskursija-nuodemiu-miestas-kaune,,ekskursija-nuodemiu-miestas-kaune,ekskursija-nuodemiu-miestas-kaune,,,1,,,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/1963.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p>Kauno „Stumbras“ yra profesionalus futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</p>",,"0,00",0,,,,,,43277,43277,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 611 02 457,,+370 611 02 457,+370 611 02 457,,,,,,,0.75,0,,,,,,0,0,0,0,0,0,0,0,3928,0,,,0,1,1,0,0,FC STUMBRAS - FK ATLANTAS,,FC STUMBRAS - FK ATLANTAS,FC STUMBRAS - FK ATLANTAS,,,,,,,,72,,,,,,0,,"
",2702,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43277, http://fcstumbras.lt/en/,, http://fcstumbras.lt/en/,http://fcstumbras.lt/,,617,gautas,,,,,,FC STUMBRAS - FK ATLANTAS,,FC STUMBRAS - FK ATLANTAS,FC STUMBRAS - FK ATLANTAS,,,,,,,EventProduct,fc-stumbras-fk-atlantas,,fc-stumbras-fk-atlantas,fc-stumbras-fk-atlantas,,21,5,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3928.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p>Kauno „Stumbras“ yra profesionalus futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</p>",,"0,00",0,,,,,,43286,43286,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 611 02 457,,+370 611 02 457,+370 611 02 457,,,,,,,0.75,0,,,,,,0,0,0,0,0,0,0,0,3931,0,,,0,1,1,0,0,FC STUMBRAS - FK PALANGA,,FC STUMBRAS - FK PALANGA,FC STUMBRAS - FK PALANGA,,,,,,,,72,,,,,,0,,"
",2705,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43286,http://fcstumbras.lt/en/,,http://fcstumbras.lt/en/, http://fcstumbras.lt/,,623,gautas,,,,,,FC STUMBRAS - FK PALANGA,,FC STUMBRAS - FK PALANGA,FC STUMBRAS - FK PALANGA,,,,,,,EventProduct,fc-stumbras-fk-palanga,,fc-stumbras-fk-palanga,fc-stumbras-fk-palanga,,21,4,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3931.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p>Kauno „Stumbras“ yra profesionalus futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</p>",,"0,00",0,,,,,,43330,43330,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 611 02 457,,+370 611 02 457,+370 611 02 457,,,,,,,0.5416666667,0,,,,,,0,0,0,0,0,0,0,0,3929,0,,,0,1,1,0,0,FC STUMBRAS - FK SŪDUVA,,FC STUMBRAS - FK SŪDUVA,FC STUMBRAS - FK SŪDUVA,,,,,,,,72,,,,,,0,,"
",2703,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43330,http://fcstumbras.lt/en/,,http://fcstumbras.lt/en/, http://fcstumbras.lt/,,619,gautas,,,,,,FC STUMBRAS - FK SŪDUVA,,FC STUMBRAS - FK SŪDUVA,FC STUMBRAS - FK SŪDUVA,,,,,,,EventProduct,fc-stumbras-fk-suduva,,fc-stumbras-fk-suduva,fc-stumbras-fk-suduva,,21,4,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3929.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p><span>Kauno „Stumbras“ yra profesionalus futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</span></p>",,"0,00",0,,,,,,43270,43270,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 611 02 457,,+370 611 02 457,+370 611 02 457,,,,,,,0.75,0,,,,,,0,0,0,0,0,0,0,0,3927,0,,,0,1,1,0,0,FC STUMBRAS - FK TRAKAI,,FC STUMBRAS - FK TRAKAI,FC STUMBRAS - FK TRAKAI,,,,,,,,72,,,,,,0,,"
",2701,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43270,http://fcstumbras.lt/en/,,http://fcstumbras.lt/en/,http://fcstumbras.lt/,,615,gautas,,,,,,FC STUMBRAS - FK TRAKAI,,FC STUMBRAS - FK TRAKAI,FC STUMBRAS - FK TRAKAI,,,,,,,EventProduct,fc-stumbras-fk-trakai,,fc-stumbras-fk-trakai,fc-stumbras-fk-trakai,,21,4,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3927.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC Stumbras is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p>Kauno „Stumbras“ yra profesionalus futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</p>",,"0,00",0,,,,,,43334,43334,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 611 02 457,,+370 611 02 457,+370 611 02 457,,,,,,,0.75,0,,,,,,0,0,0,0,0,0,0,0,3930,0,,,0,1,1,0,0,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,,,,,,,,72,,,,,,0,,"
",2704,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43334,http://fcstumbras.lt/en/,,http://fcstumbras.lt/en/,http://fcstumbras.lt/,,621,gautas,,,,,,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,FC STUMBRAS - FK VILNIAUS ŽALGIRIS,,,,,,,EventProduct,fc-stumbras-fk-vilniaus-zalgiris,,fc-stumbras-fk-vilniaus-zalgiris,fc-stumbras-fk-vilniaus-zalgiris,,21,4,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3930.xml
,,,,,,,,,,0,0,"0,00",,,,,,Inherit,Inherit,,,,,,,,,,,,,,,,,,,,,"<p>FC ""Kauno Žalgiris"" is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>",,"<p>FC ""Kauno Žalgiris"" is a professional football club, based in Kaunas, Lithuania and currently playing in A lyga, the top tier of Lithuanian football system.</p>","<p>„Kauno Žalgiris“ yra profesionalus Kauno futbolo klubas, šiuo metu rungtyniaujantis aukščiausioje Lietuvos futbolo A lygoje.</p>",,"0,00",0,,,,,,43323,43323,"Perkūno al. 5, Kaunas",,"Perkūno al. 5, Kaunas","Perkūno al. 5, Kaunas",,+370 374 52 459,,+370 374 52 459,+370 374 52 459,,,,,,,0.5416666667,0,,,,,,0,0,0,0,0,0,0,0,3924,0,,,0,1,1,0,0,FK KAUNO ŽALGIRIS - FC STUMBRAS,,FK KAUNO ŽALGIRIS - FC STUMBRAS,FK KAUNO ŽALGIRIS - FC STUMBRAS,,,,,,,,72,,,,,,0,,"
",2699,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,43207,0,1,0,43323,http://zalgiris.lt/en/football/,,http://zalgiris.lt/en/football/,http://zalgiris.lt/football/,,611,gautas,,,,,,FK KAUNO ŽALGIRIS - FC STUMBRAS,,FK KAUNO ŽALGIRIS - FC STUMBRAS,FK KAUNO ŽALGIRIS - FC STUMBRAS,,,,,,,EventProduct,fk-kauno-zalgiris-fc-stumbras,,fk-kauno-zalgiris-fc-stumbras,fk-kauno-zalgiris-fc-stumbras,,21,4,0,0,,,,,,http://visit.kaunas.lt/api/v1/EventProduct/3924.xml
